#{"t_start": 1782171729.2601292, "env_id": "None"}
r,l,t
102.600441,63,196.497106
102.432432,67,196.561878
102.454131,64,196.62339
102.598064,66,196.683633
102.607523,66,196.743957
102.537363,63,196.803091
102.653617,72,196.866412
102.414042,70,196.928169
102.64769,68,196.989274
102.665707,64,197.049638
102.629566,67,197.111864
102.607207,59,197.171088
102.725715,67,197.232583
102.694523,67,197.292768
102.468654,63,197.351252
102.484008,65,197.410869
102.418375,65,197.470938
102.535236,71,197.53306
102.799711,72,197.597617
102.427815,63,197.657362
102.590538,66,197.719157
102.491671,71,197.784095
102.769872,66,197.846109
102.541084,67,197.908292
102.620873,62,197.966743
102.476996,71,198.030676
102.449961,60,198.088848
102.548753,64,198.149607
102.572651,61,198.206838
102.509785,69,198.268738
102.42295,70,198.331633
102.531586,63,199.057224
102.584721,61,199.115886
102.504604,64,199.177367
102.493745,64,199.236566
102.621842,73,199.301114
102.565252,66,199.361375
102.614719,60,199.418014
102.509506,69,199.480445
102.583052,61,199.538477
102.566449,63,199.598257
102.449359,71,199.663357
102.625702,63,199.721802
102.650638,72,199.786688
102.574732,60,199.843025
102.588108,62,199.90067
102.56138,70,199.965056
102.451978,60,200.021596
102.98182,76,200.088873
102.880895,70,200.153602
102.597756,69,200.213994
102.50467,63,200.270773
102.612353,63,200.32917
102.546172,62,200.385771
102.496531,64,200.443572
102.531559,67,200.503793
102.675123,66,200.563158
102.576923,63,200.622329
102.925619,69,200.683825
102.595688,65,200.744179
102.640505,67,200.804317
102.525472,64,200.863953
102.497406,64,201.586416
102.639234,60,201.646369
102.518316,64,201.706008
102.571208,61,201.764295
102.481682,68,201.826751
102.589504,64,201.885744
102.759988,65,201.941067
102.56785,63,202.001047
102.594136,71,202.065574
102.814913,65,202.126689
102.590487,69,202.190494
102.793998,65,202.250821
102.487966,66,202.313249
102.478194,70,202.378034
102.47376,69,202.441899
102.494376,67,202.504435
102.465345,72,202.568548
102.63688,62,202.628312
102.675988,68,202.690989
102.649345,62,202.750662
102.51029,71,202.813907
102.561863,63,202.873435
102.613387,61,202.932477
102.583163,69,202.994574
102.65424,65,203.056303
102.490067,70,203.120995
102.690774,69,203.184514
102.471961,63,203.243007
102.531732,63,203.302693
102.607283,63,203.361332
102.41287,70,203.426639
102.634321,72,204.220923
102.560226,63,204.28538
102.50434,69,204.35184
102.43667,72,204.417241
102.700132,60,204.475651
102.567498,67,204.53723
102.484959,60,204.596156
102.543857,65,204.661293
102.847174,69,204.723928
102.701566,62,204.781909
102.539822,66,204.843618
102.461479,64,204.904459
102.455353,69,204.967697
102.917276,71,205.033209
102.559282,67,205.095389
102.634371,70,205.158983
102.399607,64,205.219314
102.588388,61,205.276726
102.574016,60,205.334452
102.6472,66,205.395397
102.561493,69,205.457146
102.498531,72,205.520877
102.484131,62,205.57994
102.748652,65,205.640731
102.818971,63,205.697909
102.566479,67,205.759444
102.710158,72,205.825329
102.639898,62,205.884307
102.390975,70,205.947645
102.606145,62,206.006303
102.566433,62,206.06448
102.490516,68,206.857544
102.571331,62,206.919005
102.533048,63,206.977816
102.540263,63,207.03881
102.557488,70,207.10375
102.561598,70,207.168375
102.615789,62,207.226819
102.500943,69,207.289166
102.431474,65,207.349811
102.509787,61,207.4075
102.45133,68,207.468858
102.558168,68,207.530132
102.527152,61,207.587612
102.647999,67,207.648734
102.858652,64,207.707833
102.758007,64,207.76616
102.603898,66,207.826919
102.736134,70,207.888671
102.746014,74,207.954095
102.446635,59,208.010924
102.76702,70,208.074347
102.488208,70,208.138585
102.55459,61,208.198007
102.69933,70,208.26127
102.500278,71,208.323987
102.526352,60,208.383832
102.675597,69,208.447393
102.589138,66,208.508711
102.649947,62,208.567854
102.502529,70,208.634425
102.615195,62,208.69622
102.426795,61,209.526495
102.377658,70,209.608091
102.495643,67,209.675516
102.478915,66,209.741003
102.549817,67,209.804243
102.599789,64,209.86426
102.607236,69,209.931692
102.431314,64,210.003026
102.528233,67,210.071182
102.472891,63,210.133003
102.573546,59,210.194155
102.451837,66,210.256059
102.755924,66,210.316107
102.770475,65,210.383317
102.574681,69,210.453046
102.931305,63,210.511709
102.428024,70,210.575186
102.485183,67,210.63548
102.480067,61,210.693063
102.387831,61,210.75016
102.567051,65,210.808847
102.705409,71,210.870661
102.551345,63,210.927999
102.445301,70,210.990568
102.664131,64,211.051311
102.570404,63,211.113615
102.92042,65,211.172462
102.568085,72,211.234433
102.595946,68,211.295367
102.413167,71,211.357442
102.403206,60,211.420012
102.636542,62,212.358888
102.626278,64,212.423512
102.563797,70,212.491638
102.506785,66,212.551561
102.652752,61,212.609332
102.536681,65,212.669896
102.430742,62,212.728718
102.647848,67,212.789639
102.467252,61,212.847366
102.452327,64,212.906315
102.513871,67,212.966291
102.556368,67,213.026976
102.61218,71,213.092294
102.650182,67,213.153238
102.487582,60,213.212025
102.582512,67,213.272834
102.461121,63,213.332316
102.619719,72,213.397053
102.523111,71,213.460702
102.511339,73,213.525668
102.539398,68,213.587122
102.406435,61,213.648335
102.546008,72,213.711342
102.548787,66,213.770764
102.471567,64,213.83094
102.577383,65,213.890377
102.470752,72,213.955551
102.497076,63,214.01546
102.586267,73,214.081118
102.433787,72,214.146049
102.66638,64,214.205388
102.482322,69,214.954274
102.932866,68,215.017801
102.472636,66,215.076708
102.55546,67,215.137643
102.527209,60,215.19414
102.420467,61,215.251261
102.609861,70,215.313563
102.49926,69,215.374831
102.582633,65,215.436534
102.539434,66,215.49405
102.41744,70,215.553688
102.549596,67,215.618592
102.462095,65,215.676772
102.437187,72,215.737452
102.657952,74,215.80467
102.361381,69,215.872152
102.813774,73,215.947789
102.478489,61,216.019416
102.582713,71,216.081582
102.863295,70,216.142783
102.468242,72,216.205552
102.614132,64,216.262821
102.557245,63,216.319516
102.602728,60,216.374326
102.612342,69,216.435778
102.537464,63,216.493154
102.556646,66,216.552091
102.419936,69,216.613125
102.6099,64,216.671336
102.610273,61,216.727013
102.597299,63,216.783826
102.542983,62,217.501136
102.464413,62,217.55827
102.421465,60,217.613078
102.482348,64,217.669991
102.621091,66,217.73463
102.42482,69,217.824751
102.688375,70,217.89255
102.492858,72,217.972552
102.555008,68,218.037027
102.486995,69,218.101315
102.443911,66,218.163919
102.43536,64,218.225527
102.515541,70,218.289649
102.758853,68,218.352274
102.572721,67,218.415856
102.807007,60,218.474904
102.579443,63,218.536452
102.401236,60,218.594354
102.528244,66,218.657369
102.474792,58,218.714577
102.57435,67,218.774797
102.8112,75,218.841157
102.678331,69,218.903281
102.387905,60,218.959233
102.613516,70,219.024649
102.558537,60,219.081596
102.570977,66,219.142118
102.49948,66,219.204119
102.543246,69,219.266495
102.486227,61,219.324453
102.507446,68,219.386893
102.517044,60,220.155314
102.394245,71,220.226583
102.546219,67,220.289227
102.463181,68,220.353892
102.533259,62,220.414773
102.521333,67,220.482127
102.627032,62,220.542631
102.534982,66,220.604338
102.492634,68,220.667012
102.519069,63,220.724688
102.550883,61,220.783769
102.484442,64,220.843416
102.587133,71,220.907158
102.502328,61,220.965082
102.599356,63,221.025582
102.548661,70,221.088375
102.486396,67,221.151119
102.626185,67,221.213248
102.529342,67,221.274251
102.657304,60,221.33101
102.595454,63,221.390993
102.537772,60,221.448086
102.491927,61,221.505877
102.620681,71,221.56964
102.533974,70,221.633871
102.660297,63,221.691597
102.640797,72,221.755627
102.42124,71,221.819363
102.573598,63,221.879778
102.57698,66,221.939454
102.52001,72,222.003318
102.503696,60,222.764877
102.519191,72,222.836143
102.396381,68,222.901439
102.546538,70,222.96792
102.496418,65,223.030623
102.539676,72,223.096714
102.514301,67,223.160331
102.752792,62,223.22085
102.583011,70,223.285863
102.40898,71,223.351755
102.531228,67,223.414103
102.627998,61,223.466733
102.495839,66,223.525671
102.524115,70,223.589464
102.462318,67,223.650471
102.510158,67,223.711305
102.826,62,223.769838
102.513226,68,223.831999
102.526304,68,223.892638
102.589065,65,223.951501
102.565524,62,224.014115
102.50825,60,224.072494
102.460015,62,224.132399
102.771095,67,224.193737
102.422557,69,224.257382
102.551803,67,224.320106
102.635749,61,224.379545
102.458466,64,224.44166
102.508162,63,224.502224
102.575799,62,224.561348
102.543608,69,224.625868
102.702141,64,225.386378
102.577057,68,225.456706
102.56051,59,225.527698
102.615673,66,225.586914
102.518071,66,225.644163
102.60982,64,225.69983
102.644681,72,225.760676
102.477168,69,225.820105
102.476902,66,225.879724
102.541071,64,225.937659
102.463146,69,225.999797
102.40697,68,226.059365
102.620439,64,226.115718
102.434388,60,226.169369
102.551121,68,226.228407
102.396476,70,226.288698
102.548424,73,226.350562
102.703613,73,226.413081
102.480903,65,226.470164
102.753173,65,226.52683
102.575714,60,226.581975
102.810665,65,226.639675
102.564844,70,226.699039
102.686301,63,226.754354
102.554304,63,226.809004
102.494084,69,226.869332
102.561063,67,226.927429
102.5581,60,226.981703
102.658028,63,227.038802
102.454479,69,227.099681
102.556021,65,227.156666
102.413558,65,227.865643
102.52663,69,227.927464
102.60249,63,227.988476
102.547163,62,228.046241
102.567938,70,228.111214
102.497238,69,228.172203
102.564184,71,228.236089
102.522237,69,228.295639
102.652451,63,228.351232
102.584635,59,228.405592
102.596952,60,228.460305
102.637339,71,228.520556
102.453038,70,228.580933
102.718164,65,228.637959
102.392837,70,228.699414
102.693032,62,228.753333
102.58072,72,228.814467
102.552898,59,228.869311
102.587529,64,228.926597
102.401753,69,228.986743
102.754933,67,229.049965
102.655187,68,229.113019
102.605566,64,229.173798
102.60152,60,229.232109
102.443271,70,229.295598
102.592332,63,229.356327
102.456298,68,229.419291
102.608521,61,229.478211
102.591849,63,229.538153
102.638583,65,229.598711
102.472876,68,229.662271
102.504028,70,230.404254
102.580644,64,230.463564
102.539313,69,230.526329
102.499578,66,230.590599
102.50041,62,230.647859
102.428089,68,230.707128
102.63215,63,230.764926
102.651865,62,230.817822
102.610818,65,230.87858
102.668544,71,230.94412
102.603812,70,231.010904
102.612991,67,231.076359
102.476396,60,231.13635
102.44942,61,231.196685
102.60726,63,231.257982
102.771806,61,231.317043
102.555626,63,231.379736
102.546853,65,231.443837
102.616882,63,231.505921
102.526644,62,231.567154
102.540791,68,231.633623
102.684152,63,231.693522
102.539607,63,231.755657
102.583301,61,231.815479
102.459388,61,231.876673
102.452899,71,231.943232
102.556593,63,232.005409
102.647604,63,232.067935
102.648173,71,232.134478
102.393024,71,232.200569
102.528622,66,232.262614
102.635041,67,232.327642
102.676213,69,233.057969
102.500839,69,233.119124
102.452958,70,233.181327
102.523714,69,233.241528
102.494267,71,233.304046
102.586479,69,233.36365
102.532694,72,233.428081
102.557024,61,233.483713
102.574973,62,233.540187
102.521342,69,233.600684
102.596745,62,233.656204
102.510108,69,233.716702
102.519069,60,233.771117
102.56796,67,233.832292
102.617984,63,233.890535
102.528381,69,233.951905
102.696636,68,234.013261
102.630818,65,234.069915
102.556802,67,234.128765
102.529415,65,234.185897
102.714342,62,234.241425
102.387828,70,234.299703
102.727092,62,234.353079
102.780154,66,234.415554
102.623238,64,234.476861
102.598563,64,234.537419
102.541234,69,234.602346
102.607681,64,234.663756
102.841285,64,234.724285
102.444321,66,234.785877
102.577885,67,234.848957
102.541103,63,235.658889
102.639109,66,235.722537
102.537373,71,235.786675
102.534784,67,235.84866
102.513806,69,235.910814
102.783397,65,235.970443
102.540415,62,236.028066
102.505119,63,236.086827
102.773535,73,236.150805
102.483957,69,236.213509
102.588082,69,236.274837
102.509975,66,236.336798
102.552982,69,236.398033
102.468587,71,236.462149
102.768207,61,236.519611
102.714791,66,236.580895
102.563758,61,236.638534
102.56709,63,236.696881
102.451156,61,236.753898
102.566538,70,236.814887
102.562398,68,236.875913
102.538457,62,236.936231
102.486872,67,236.996185
102.552111,68,237.057843
102.555438,68,237.117928
102.638217,65,237.178362
102.578257,64,237.237586
102.573636,61,237.294299
102.724241,70,237.357102
102.490032,72,237.418574
102.591735,68,237.479261
102.492936,70,238.230615
102.619661,67,238.293972
102.446979,65,238.354639
102.51147,70,238.417853
102.528828,68,238.479723
102.525756,64,238.536884
102.57822,66,238.597556
102.588165,60,238.652747
102.632463,63,238.709566
102.404334,66,238.768103
102.491914,65,238.826563
102.650232,70,238.887457
102.387547,60,238.942211
102.566356,62,238.999144
102.641061,67,239.060938
102.574672,68,239.120101
102.544763,62,239.176159
102.529248,68,239.235085
102.540682,68,239.293866
102.613839,64,239.352283
102.553367,61,239.408637
102.50099,69,239.469177
102.587726,65,239.527683
102.660433,64,239.585612
102.49757,69,239.647333
102.623772,71,239.708454
102.497788,70,239.770422
102.442928,70,239.831774
102.594915,70,239.893374
102.545691,70,239.953923
102.625102,65,240.01255
102.724139,74,240.751661
102.477521,64,240.812872
102.573613,65,240.874117
102.427058,70,240.940044
102.713802,70,241.007124
102.597697,66,241.069164
102.66754,68,241.135148
102.447453,64,241.196327
102.526456,71,241.259747
102.58988,67,241.321269
102.462708,66,241.383549
102.414829,69,241.447366
102.604111,66,241.510683
102.540486,61,241.56928
102.729603,67,241.631024
102.463132,67,241.694167
102.506308,65,241.755014
102.612927,69,241.817448
102.532608,66,241.877691
102.513979,65,241.93657
102.693449,66,241.995556
102.723733,63,242.05424
102.486555,67,242.116376
102.538791,65,242.175867
102.482716,64,242.236598
102.711524,65,242.29475
102.431951,70,242.35646
102.529799,68,242.419997
102.569413,59,242.478849
102.662478,63,242.538197
102.493037,69,243.274892
102.491492,69,243.341032
102.563808,73,243.409424
102.624918,62,243.469172
102.528815,68,243.529923
102.491075,71,243.594981
102.546357,65,243.657209
102.502157,70,243.719916
102.52753,63,243.779566
102.592469,61,243.838543
102.463007,71,243.903636
102.490701,71,243.967637
102.546084,72,244.03274
102.489211,64,244.092454
102.599589,63,244.151517
102.569694,62,244.209617
102.748024,65,244.269663
102.71496,73,244.333956
102.499029,65,244.393152
102.588534,65,244.452763
102.656122,63,244.510706
102.515535,70,244.573691
102.470194,71,244.638325
102.511991,70,244.695466
102.549728,65,244.754931
102.520782,68,244.817827
102.784179,61,244.875988
102.54987,71,244.940687
102.460837,66,245.002692
102.550926,65,245.064365
102.578327,67,245.127675
102.41134,68,246.02616
102.838318,62,246.091946
102.619308,61,246.152192
102.545827,64,246.214961
102.393181,70,246.281001
102.52749,64,246.341752
102.651616,63,246.401783
102.390456,68,246.464597
102.946282,61,246.524342
102.636819,62,246.585532
102.571988,71,246.653636
102.839849,74,246.723098
102.676431,62,246.782862
102.492831,68,246.845509
102.625617,61,246.903215
102.469147,62,246.962442
102.452627,71,247.028412
102.58539,71,247.094195
102.584738,68,247.156965
102.740858,66,247.218924
102.519551,69,247.281616
102.725054,62,247.339867
102.754061,69,247.402319
102.551962,64,247.460503
102.533235,72,247.52313
102.620531,61,247.579323
102.550619,68,247.639937
102.558554,71,247.702055
102.671288,62,247.763598
102.588796,70,247.836283
102.534238,65,247.900764
102.539869,70,248.674449
102.497529,65,248.737659
102.535518,70,248.804497
102.605316,67,248.867674
102.488192,70,248.932503
102.406561,67,248.996734
102.470337,69,249.060018
102.638161,62,249.119456
102.514593,66,249.182796
102.788419,68,249.244772
102.537633,63,249.303652
102.804991,71,249.368935
102.466081,64,249.429167
102.977512,65,249.489779
102.560066,63,249.549523
102.462394,72,249.614563
102.426062,71,249.680319
102.469246,68,249.741472
102.400234,70,249.804464
102.733319,65,249.864331
102.546599,59,249.922137
102.708619,63,249.982434
102.666129,71,250.046949
102.714396,67,250.109697
102.544204,70,250.179201
102.532141,65,250.239041
102.429115,64,250.297789
102.811189,66,250.356745
102.704077,71,250.420202
102.538854,64,250.481551
102.367318,70,251.2281
102.454692,71,251.296875
102.444868,70,251.362942
102.471507,64,251.425562
102.749614,64,251.48641
102.410716,70,251.549402
102.469187,62,251.60816
102.584058,63,251.66764
102.643754,60,251.725542
102.629582,67,251.788451
102.797347,68,251.85186
102.457107,67,251.914434
102.631124,65,251.975079
102.567414,67,252.036689
102.552567,71,252.101041
102.800521,66,252.162339
102.811067,68,252.22399
102.548063,68,252.283576
102.839922,72,252.346229
102.54145,60,252.40182
102.580443,70,252.466794
102.607388,68,252.529409
102.462183,65,252.59122
102.457407,71,252.655537
102.644139,65,252.715974
102.590025,63,252.774522
102.440002,68,252.835991
102.677214,62,252.895324
102.64219,67,252.956454
102.626548,62,253.016077
102.571058,66,253.07737
102.669427,63,253.848496
102.512669,69,253.916834
102.54061,64,253.982035
102.551211,68,254.049351
102.536905,68,254.114398
102.549005,60,254.176327
102.559315,63,254.237182
102.586491,64,254.297669
102.371572,70,254.363017
102.568926,66,254.424514
102.582715,60,254.482324
102.451164,70,254.550324
102.577983,67,254.609233
102.375342,68,254.668401
102.468008,69,254.730208
102.522756,71,254.793391
102.455187,66,254.855355
102.601442,65,254.915963
102.536243,64,254.977
102.570576,60,255.034017
102.511665,68,255.094932
102.586473,66,255.154231
102.569903,61,255.211251
103.054328,64,255.270112
102.437992,71,255.341911
102.49096,71,255.407277
102.960053,64,255.482244
102.51392,61,255.540817
102.523163,62,255.599907
102.444535,67,255.661895
102.481266,71,255.725639
102.410725,67,256.581538
102.481862,71,256.651026
102.504873,61,256.712018
102.531826,64,256.775295
102.650463,65,256.837678
102.539973,67,256.90082
102.599988,63,256.962781
102.599327,71,257.030989
102.669064,63,257.093432
102.525898,66,257.157413
102.709686,62,257.217238
102.528581,68,257.27979
102.462884,61,257.340675
102.547098,61,257.398896
102.554804,62,257.455419
102.648699,70,257.519818
102.571835,61,257.577986
102.414518,66,257.640494
102.581393,72,257.704982
102.571817,62,257.763555
102.463817,69,257.828422
102.569629,62,257.890235
102.886942,64,257.952147
102.621222,62,258.011615
102.561902,62,258.07297
102.723712,60,258.13402
102.449052,72,258.202508
102.436249,65,258.264603
102.549786,67,258.328315
102.693202,66,258.391085
102.588461,65,258.45371
102.604442,60,258.512955
102.48864,71,259.420158
102.723322,69,259.486199
102.578689,67,259.550257
102.470905,61,259.610523
102.583931,64,259.672241
102.817083,67,259.732704
102.45312,69,259.797203
102.680813,62,259.855158
102.604791,63,259.913979
102.476371,70,259.978204
102.545197,65,260.038145
102.589335,70,260.100196
102.502109,69,260.16178
102.445079,71,260.223437
102.401619,69,260.286035
102.602761,65,260.347181
102.517708,69,260.410267
102.516503,69,260.473149
102.488729,68,260.535383
102.575937,62,260.597661
102.564924,67,260.659053
102.800569,62,260.718188
102.702299,65,260.777499
102.388768,68,260.838958
102.672702,60,260.896559
102.323197,69,260.958027
102.545446,69,261.020196
102.546023,71,261.085122
102.782785,63,261.144988
102.645273,67,261.20542
102.479626,68,261.268187
102.58895,71,262.034587
102.534364,66,262.098777
102.606618,63,262.159625
102.476464,70,262.222656
102.574163,67,262.284833
102.370944,69,262.348913
102.589746,72,262.413838
102.528843,71,262.480778
102.635757,71,262.545134
102.557057,63,262.606167
102.597107,63,262.66709
102.519912,68,262.727776
102.608943,66,262.788528
102.568075,62,262.848765
102.656745,70,262.912295
102.514719,72,262.977318
102.535357,60,263.03684
102.580423,67,263.101121
102.430141,61,263.16129
102.547779,69,263.225985
102.474506,66,263.287368
102.39854,69,263.352829
102.5007,66,263.41457
102.880473,69,263.479732
102.69721,61,263.539082
102.506475,71,263.604178
102.487549,64,263.664804
102.587857,71,263.73035
102.513605,60,263.790262
102.427654,70,263.857168
102.477458,71,264.629051
102.435808,66,264.696505
102.50991,63,264.75986
102.490926,68,264.825508
102.786463,62,264.885405
102.452564,66,264.94838
102.528403,68,265.01624
102.513447,62,265.077066
102.771773,68,265.138803
102.503103,66,265.198673
102.58833,69,265.260231
102.450582,72,265.322881
102.612543,60,265.37863
102.523191,68,265.439757
102.618687,67,265.500345
102.555519,61,265.558962
102.586554,71,265.622573
102.668024,67,265.68379
102.52806,67,265.7463
102.436928,68,265.809899
102.527658,69,265.872604
102.436449,65,265.933393
102.551427,61,265.991929
102.649029,68,266.054784
102.460521,67,266.117467
102.501713,66,266.178396
102.541189,64,266.238119
102.61051,70,266.301604
102.514478,70,266.364906
102.737912,64,266.424745
102.502999,70,266.491911
102.786403,65,267.270658
102.499533,68,267.338446
102.580428,59,267.396283
102.503673,67,267.457488
102.569032,67,267.519481
102.539913,65,267.580592
102.821016,67,267.644105
102.489624,61,267.702028
102.485016,62,267.762262
102.578876,68,267.824324
102.536218,66,267.885196
102.587848,64,267.944366
102.65942,60,268.002014
102.503283,66,268.062334
102.595055,65,268.122927
102.587316,68,268.186895
102.550151,70,268.2526
102.528514,64,268.312305
102.463253,67,268.373139
102.882969,64,268.433278
102.810775,68,268.495842
102.468288,68,268.556761
102.588706,68,268.620734
102.469474,63,268.679183
102.564119,63,268.737576
102.638003,61,268.795731
102.586023,67,268.859939
103.048229,65,268.920997
102.698697,68,268.983562
102.592039,65,269.045132
102.647753,62,269.104601
102.496072,63,269.164647
102.617549,69,269.928248
102.619268,71,269.995319
102.446307,69,270.061453
102.539754,60,270.120324
102.638262,62,270.18046
102.476929,63,270.239408
102.442319,63,270.299462
102.485229,70,270.371246
102.698462,70,270.438587
102.507711,60,270.496214
102.612177,70,270.561803
102.491991,69,270.62615
102.614022,69,270.688981
102.531464,65,270.748732
102.51054,64,270.807798
102.731067,61,270.865628
102.494316,69,270.928278
102.742062,69,270.991897
102.431675,70,271.056918
102.685788,61,271.122187
102.489684,65,271.186365
102.687254,65,271.253729
102.437818,61,271.311627
102.578895,68,271.376522
102.420981,69,271.441738
102.495462,62,271.500962
102.339497,71,271.566263
102.567964,60,271.625362
102.572056,64,271.685719
102.540412,69,271.749082
102.55375,67,271.811391
102.504145,70,272.576377
102.492998,65,272.639626
102.575782,67,272.70287
102.535263,61,272.762602
102.592438,62,272.821323
102.69389,65,272.882982
102.721393,68,272.945954
102.47731,72,273.010789
102.54112,58,273.066664
102.641992,66,273.128381
102.678428,67,273.190081
102.426903,71,273.253449
102.632035,62,273.311828
102.4573,61,273.370368
102.69417,67,273.433475
102.475876,62,273.493439
102.675184,61,273.551379
102.777183,68,273.613977
102.555864,71,273.678883
102.695889,62,273.737059
102.607331,68,273.799898
102.681932,67,273.860932
102.655115,70,273.92396
102.504377,69,273.986013
102.611909,69,274.050737
102.496647,61,274.108726
102.615574,61,274.16668
102.513511,70,274.23045
102.592874,66,274.290875
102.565238,66,274.351374
102.758969,63,274.410481
102.465672,67,275.168914
102.464528,65,275.233618
102.60412,60,275.293487
102.559422,61,275.353074
102.50139,67,275.417701
102.635684,63,275.47629
102.761832,73,275.543433
102.513527,68,275.611848
102.54014,62,275.671518
102.561912,60,275.728311
102.527832,64,275.790233
102.537326,61,275.859181
102.585667,64,275.939136
102.483671,68,276.019733
102.530784,70,276.090464
102.540752,64,276.15225
102.730718,66,276.214815
102.470919,60,276.273504
102.477687,70,276.339523
102.53988,61,276.399163
102.484027,60,276.457861
102.658578,62,276.516764
102.907961,68,276.580748
102.607023,66,276.644697
102.548088,66,276.709811
102.374399,68,276.772979
102.622986,65,276.834276
102.6703,72,276.900137
102.621921,64,276.961605
102.48704,60,277.021122
102.855705,61,277.08119
102.502276,69,277.883037
102.614402,65,277.958469
102.702143,63,278.026658
102.512961,62,278.089016
102.503924,61,278.149148
102.580896,68,278.21178
102.340795,60,278.271073
102.485039,62,278.331766
102.515815,61,278.390436
102.519683,65,278.4506
102.472857,63,278.510978
102.501195,64,278.572177
102.482459,69,278.636055
102.860155,64,278.696275
102.679698,61,278.753876
102.57116,71,278.816624
102.561749,60,278.874793
102.554225,69,278.937623
102.565239,67,278.998627
102.478811,68,279.063241
102.44778,68,279.127248
102.508356,72,279.194882
102.511634,66,279.257388
102.660791,60,279.313937
102.671836,62,279.37419
102.487659,61,279.431755
102.621516,65,279.491644
102.481057,69,279.553437
102.678208,64,279.614197
102.492399,68,279.679551
102.473102,70,279.742239
102.468216,71,279.804747
102.445619,62,280.570893
102.489012,64,280.634258
102.510991,64,280.697402
102.528152,64,280.759902
102.57689,60,280.81733
102.512307,69,280.881475
102.527092,68,280.946795
102.505338,65,281.009182
102.655733,69,281.07375
102.5122,69,281.139372
102.424199,66,281.200913
102.615751,70,281.265349
102.434317,71,281.330426
102.567717,63,281.389832
102.427047,63,281.449585
102.373942,70,281.515727
102.573086,65,281.577181
102.61679,65,281.639788
103.30111,71,281.705505
102.418054,69,281.768965
102.551599,68,281.832741
102.53958,67,281.896262
102.52569,61,281.954679
102.419104,62,282.016334
102.607739,61,282.076096
102.489751,70,282.141329
102.455886,68,282.204419
102.596749,73,282.270266
102.614771,64,282.331029
102.502453,61,282.390384
102.53037,72,282.455988
102.55168,67,283.23755
102.558134,59,283.298148
102.531787,72,283.36482
102.590298,64,283.429056
102.595072,61,283.488797
102.508491,66,283.55132
102.703546,66,283.615344
102.546625,64,283.677456
102.455716,62,283.738034
102.505,61,283.796965
102.491353,68,283.86017
102.469031,66,283.922514
102.424652,69,283.986714
102.530644,59,284.045058
102.433255,65,284.108405
102.616114,67,284.170787
102.578267,60,284.228853
102.51405,65,284.288936
102.860796,64,284.349142
102.490371,61,284.409019
102.470564,68,284.47205
102.489169,67,284.533391
102.668792,62,284.591973
102.584872,69,284.655623
102.436884,66,284.716467
102.484575,61,284.775961
102.490933,68,284.838199
102.518994,60,284.894757
102.542997,62,284.954723
102.522868,71,285.020581
102.514208,61,285.079419
102.4602,69,285.889693
102.615348,61,285.954314
102.683041,61,286.017446
102.467026,67,286.081584
102.596698,65,286.143351
102.555048,67,286.206853
102.51082,62,286.265478
102.646322,65,286.326359
102.469769,61,286.38407
102.518957,71,286.449838
102.573762,68,286.512379
102.586583,62,286.57247
102.580144,67,286.634618
102.424752,68,286.696626
102.598996,70,286.759889
102.480766,67,286.821511
102.616231,68,286.88453
102.416238,67,286.947073
102.598022,63,287.007855
102.597359,72,287.076328
102.536746,67,287.139233
102.452847,71,287.202696
102.527499,70,287.265393
102.48721,71,287.329077
102.548164,66,287.389888
102.511886,70,287.453503
102.519615,64,287.512931
102.640473,67,287.573752
102.553894,62,287.632862
102.426297,72,287.696698
102.445726,66,287.756793
102.464105,65,288.561283
102.511287,71,288.632712
102.709055,64,288.695014
102.404057,70,288.760244
102.643853,62,288.819047
102.463,68,288.882382
102.536399,68,288.946199
102.577306,59,289.004268
102.689321,66,289.065696
102.490734,70,289.129841
102.5216,65,289.19033
102.399685,70,289.253649
102.558784,67,289.315762
102.472304,64,289.375808
102.512007,71,289.440659
102.715313,68,289.502048
102.615155,73,289.567237
102.486081,61,289.627238
102.498488,70,289.691859
102.516941,61,289.749092
102.479645,60,289.805141
102.537706,62,289.862988
102.608019,64,289.921244
102.555081,63,289.98039
102.390314,62,290.040302
102.501543,62,290.099144
102.604694,61,290.156764
102.602109,65,290.216569
102.442652,68,290.278355
102.440001,60,290.335917
102.441799,59,290.392937
102.69364,62,290.451497
102.40182,70,291.234
102.455805,70,291.301164
102.573043,61,291.36064
102.616853,63,291.421658
102.524391,64,291.482374
102.496264,59,291.540125
102.522088,63,291.600504
102.711346,66,291.663375
102.619614,61,291.721149
102.541355,62,291.778833
102.598348,65,291.839417
102.469085,59,291.896218
102.620162,64,291.957315
102.5053,63,292.018073
102.551377,67,292.080808
102.607753,64,292.141392
102.580832,63,292.201544
102.555652,67,292.262584
102.405779,69,292.325216
102.494995,70,292.390038
102.517656,62,292.447858
102.501623,68,292.509821
102.475336,67,292.571948
102.587636,60,292.62852
102.545709,60,292.68656
102.461656,69,292.749401
102.71789,63,292.808026
102.534914,60,292.865851
102.543986,68,292.929977
102.663136,61,292.989835
102.675532,73,293.05682
102.395549,68,293.774081
102.564578,63,293.835738
102.545449,63,293.893759
102.383829,60,293.950404
102.752266,64,294.009632
102.580049,68,294.069654
102.523071,72,294.133095
102.707674,63,294.191302
102.38308,63,294.249218
102.791602,69,294.3104
102.661194,66,294.369069
102.535062,70,294.430331
102.467278,72,294.49263
102.644921,61,294.547775
102.387262,69,294.608999
