#{"t_start": 1782171729.2601292, "env_id": "None"}
r,l,t
102.566918,70,392.716667
102.496125,71,392.780359
102.843755,67,392.840656
102.430351,68,393.62808
102.520597,65,393.68896
102.664355,65,393.747865
102.602305,70,393.811051
102.619709,68,393.875296
102.509153,64,393.934918
102.535839,67,393.997582
102.527844,63,394.056951
102.561061,62,394.115287
102.520785,69,394.177581
102.77008,65,394.236047
102.551312,64,394.295111
102.551745,61,394.352809
102.430279,69,394.414773
102.391899,60,394.472031
102.605965,63,394.530358
102.457214,67,394.590196
102.54062,63,394.647734
102.616212,67,394.706866
102.650175,66,394.766238
102.645005,72,394.829145
102.482944,70,394.890867
102.58031,66,394.950433
102.655449,63,395.010864
102.527845,71,395.075148
102.630672,65,395.133407
102.486151,67,395.193455
102.60839,64,395.252166
102.621553,67,395.312387
102.496477,67,395.373441
102.505259,61,395.431279
102.581646,60,396.275295
102.543316,68,396.342305
102.450976,67,396.405054
102.64348,61,396.467062
102.751261,65,396.529425
102.331309,72,396.595874
102.509868,62,396.65599
102.686253,61,396.719502
102.485033,66,396.780061
102.531134,68,396.842705
102.46682,63,396.90264
102.482982,70,396.966491
102.533243,60,397.025286
102.585262,61,397.084433
102.513222,61,397.144154
102.554122,65,397.206101
102.663613,62,397.264978
102.633984,65,397.325066
102.602359,62,397.384804
102.497768,72,397.448494
102.524117,72,397.513541
102.534482,67,397.576303
102.653822,60,397.63387
102.439172,66,397.694281
102.615566,64,397.758274
102.556495,71,397.831109
102.500111,64,397.897487
102.466474,66,397.972817
102.601249,62,398.033406
102.976844,67,398.096487
102.516,68,398.161851
102.65361,64,398.906956
102.516263,62,398.968919
102.531311,69,399.035213
102.498136,66,399.098593
102.511132,64,399.15988
102.471723,60,399.218903
102.67775,62,399.277861
102.548082,71,399.343899
102.488188,70,399.408607
102.524084,63,399.468442
102.566882,66,399.53025
102.720295,68,399.591926
102.474644,62,399.65583
102.569582,67,399.717563
102.552469,63,399.776927
102.460381,68,399.839851
102.552141,66,399.90004
102.463657,60,399.957029
102.524591,72,400.022693
102.510211,62,400.082687
102.479667,66,400.144427
102.419266,70,400.208891
102.468771,71,400.270833
102.451779,60,400.327618
102.701062,67,400.388611
102.534933,71,400.451664
102.593024,68,400.515792
102.559353,63,400.574131
102.830244,63,400.631526
102.547449,65,400.690228
102.707175,64,400.748696
102.570091,68,401.505369
102.524331,64,401.568462
102.451332,67,401.632802
102.496739,62,401.692131
102.492402,72,401.757513
102.614383,67,401.818636
102.538194,65,401.880821
102.420597,70,401.943452
102.58229,61,402.002331
102.623434,64,402.062745
102.463801,69,402.125362
102.505551,66,402.185652
102.536293,66,402.24688
102.481905,60,402.302796
102.461584,62,402.360797
102.446188,61,402.419762
102.485638,69,402.482048
102.587961,64,402.54037
102.530926,62,402.59831
102.483807,64,402.659503
102.460328,70,402.723427
102.547329,60,402.780707
102.476002,66,402.841899
102.452955,70,402.90567
102.539793,68,402.970123
102.564072,69,403.033733
102.568346,64,403.093664
102.487886,63,403.15404
102.569218,70,403.218593
102.715316,63,403.277213
102.533581,60,403.335312
102.407408,68,403.397165
102.836954,64,404.145434
102.625019,66,404.210202
102.622299,59,404.269163
102.498497,69,404.332558
102.53229,64,404.393487
102.56636,63,404.453706
102.569163,64,404.51322
102.624133,70,404.57639
102.507718,69,404.640917
102.553014,65,404.700181
102.562636,70,404.764894
102.464341,69,404.82854
102.728415,64,404.889616
102.523539,67,404.953302
102.974234,66,405.020635
102.763469,65,405.081738
102.476578,60,405.139658
102.552968,67,405.201343
102.585396,68,405.263055
102.491568,65,405.334728
102.555338,68,405.409468
102.401831,70,405.501168
102.394503,61,405.560309
102.443872,71,405.624035
102.408971,71,405.687667
102.545423,64,405.746821
102.53847,59,405.804577
102.489504,68,405.865801
102.505524,72,405.929886
102.634369,62,405.988848
102.550116,71,406.0541
102.583142,61,406.815135
102.420434,63,406.881222
102.436961,59,406.941292
102.442494,71,407.009272
102.598854,63,407.07369
102.528907,63,407.136407
102.915617,66,407.197714
102.547709,66,407.260955
102.588731,66,407.323901
102.384479,71,407.390038
102.577464,63,407.450851
102.512563,61,407.509959
102.357698,70,407.574246
102.520883,62,407.633413
102.48612,60,407.692218
102.648656,65,407.754424
102.500871,66,407.818591
102.625335,67,407.881116
102.588119,69,407.944834
102.45078,68,408.008566
102.543456,65,408.070581
102.727021,65,408.134419
102.639645,61,408.195084
102.665381,61,408.254111
102.543616,70,408.320571
102.593001,65,408.382541
102.492461,71,408.446215
102.528389,64,408.50605
102.535498,62,408.564584
102.539559,69,408.626886
102.549916,60,408.683734
102.67274,69,409.440377
102.572984,65,409.505259
102.478558,67,409.567999
102.518503,62,409.627838
102.466117,63,409.689888
102.761508,65,409.751018
102.454257,67,409.813295
102.496445,71,409.877784
102.499716,72,409.942263
102.509318,70,410.006037
102.564373,69,410.068748
102.499488,69,410.131314
102.685211,60,410.187592
102.45933,67,410.24741
102.497113,62,410.304444
102.457595,66,410.364872
102.448736,66,410.425641
102.673652,64,410.48489
102.498761,64,410.544332
102.51926,67,410.60746
102.474943,68,410.67044
102.436297,70,410.733506
102.615351,65,410.792982
102.605666,63,410.850906
102.57479,61,410.908098
102.618629,62,410.966597
102.5928,64,411.026778
102.649521,60,411.084029
102.49139,60,411.141521
102.548081,67,411.204337
102.551287,60,411.261877
102.573892,59,411.318042
102.616714,69,412.074496
102.444778,71,412.141368
102.432064,70,412.206547
102.4557,69,412.270417
102.46994,62,412.329265
102.590073,66,412.393869
102.483204,69,412.457062
102.613499,66,412.518647
102.745552,64,412.578002
102.518519,67,412.639473
102.553156,63,412.698965
102.535525,70,412.762617
102.38718,69,412.826488
102.502459,64,412.889244
102.615639,62,412.948825
102.42615,67,413.011665
102.516289,71,413.077874
102.385828,70,413.144158
102.597622,67,413.207673
102.62167,72,413.273396
102.498726,66,413.334293
102.39784,71,413.400027
102.579373,62,413.46036
102.636575,71,413.526477
102.451555,67,413.590051
102.486305,66,413.652004
102.47023,65,413.714284
102.411064,71,413.77847
102.445105,70,413.841695
102.61018,62,413.899274
102.563552,63,414.647836
102.65483,63,414.710266
102.648747,69,414.775461
102.452757,64,414.837488
102.475844,65,414.898278
102.573863,65,414.958733
102.433653,63,415.021263
102.738819,74,415.087722
102.444798,66,415.151064
102.530635,61,415.210415
102.577398,63,415.269212
102.603873,66,415.329609
102.767896,68,415.391826
102.595352,70,415.454603
102.468599,71,415.51829
102.598026,65,415.579895
102.709852,65,415.640718
102.553188,66,415.701564
102.598684,62,415.760713
102.449072,68,415.822544
102.57198,66,415.883721
102.548813,63,415.942206
102.483358,65,416.003967
102.650363,62,416.063433
102.524854,69,416.13093
102.562867,61,416.190309
102.449507,66,416.251868
102.624158,67,416.312478
102.637193,65,416.373701
102.595377,64,416.43366
102.560023,65,416.494381
102.8144,63,417.245453
102.656226,66,417.310121
102.621724,60,417.368639
102.858214,61,417.429214
102.719231,64,417.490186
102.635442,67,417.553625
102.574371,65,417.614847
102.49055,72,417.67923
102.57934,71,417.744769
102.575232,62,417.803492
102.561685,59,417.861305
102.703485,64,417.92154
102.582667,69,417.984959
102.486616,70,418.048712
102.628121,65,418.108814
102.832374,63,418.170773
102.650047,63,418.231047
102.553619,68,418.292934
102.462229,70,418.356993
102.560907,68,418.419418
102.73969,63,418.477015
102.587442,66,418.537242
102.465117,69,418.600783
102.462452,64,418.661333
102.488342,69,418.726348
102.539884,68,418.789906
102.744747,62,418.848025
102.456605,66,418.908554
102.5842,63,418.966334
102.510252,68,419.027115
102.628919,65,419.085828
102.521925,65,419.145582
102.57242,68,419.912554
102.455865,66,419.976429
102.471544,62,420.04265
102.449189,68,420.106016
102.636614,63,420.16638
102.57027,61,420.226135
102.511279,63,420.286988
102.521953,65,420.348333
102.473103,63,420.410405
102.594482,69,420.477046
102.547458,69,420.541484
102.469657,62,420.601425
102.47561,64,420.661856
102.517878,69,420.725421
102.644935,61,420.785594
102.440142,64,420.846881
102.461933,61,420.906708
102.481358,62,420.967008
102.547094,61,421.026627
102.469442,66,421.090727
102.498328,68,421.154237
102.489202,68,421.217426
102.647234,72,421.282012
102.451637,68,421.345228
102.509439,60,421.402071
102.468976,67,421.46253
102.537029,69,421.525453
102.581434,61,421.583514
102.511157,62,421.64253
102.483459,66,421.701456
102.466424,69,421.765863
102.586019,63,422.524147
102.4962,62,422.587749
102.523787,66,422.652985
102.549209,69,422.71655
102.550845,65,422.777361
102.488792,68,422.839939
102.478828,63,422.899885
102.49924,60,422.956587
102.492327,65,423.01856
102.561655,67,423.081185
102.467031,66,423.144401
102.545462,60,423.20325
102.529232,65,423.26413
102.4595,63,423.323949
102.572077,69,423.389721
102.601497,63,423.451574
102.602389,71,423.517561
102.556424,62,423.577559
102.529342,64,423.639807
102.490747,61,423.698399
102.543107,70,423.762654
102.601001,68,423.823864
102.597588,64,423.883978
102.498773,70,423.944998
102.614711,63,424.003046
102.503014,71,424.064924
102.603351,61,424.122084
102.652788,60,424.178415
102.63265,70,424.24014
102.552961,67,424.300958
102.53126,69,424.364485
102.730449,65,425.129838
102.548091,67,425.19684
102.53533,71,425.263955
102.63688,67,425.327427
102.651983,67,425.391151
102.613693,65,425.451448
102.409721,69,425.514497
102.535513,68,425.57904
102.561015,66,425.641607
102.545156,69,425.704718
102.593349,70,425.768833
102.362096,59,425.838464
102.604788,70,425.907824
102.614742,64,425.978348
102.409121,67,426.052569
102.640625,69,426.117033
102.572567,62,426.177236
102.544866,65,426.237634
102.558355,69,426.299143
102.515605,66,426.360189
102.513314,65,426.420431
102.424893,61,426.47773
102.749796,65,426.536939
102.434029,70,426.600038
102.450696,65,426.660908
102.605775,63,426.7233
102.469421,63,426.784282
102.502032,63,426.843792
102.615324,62,426.90167
102.389075,68,426.964111
102.511867,69,427.027533
102.565665,72,427.773408
102.652728,61,427.845349
102.486825,65,427.913059
102.570101,66,427.991045
102.441521,61,428.05115
102.502329,58,428.107555
102.716832,65,428.169624
102.468763,66,428.231091
102.631515,66,428.291632
102.630894,66,428.352568
102.478238,71,428.417869
102.590112,60,428.475607
102.555401,70,428.538883
102.435364,62,428.596798
102.499899,68,428.657888
102.405712,60,428.714038
102.450211,61,428.771247
102.680077,73,428.835587
102.561556,71,428.89812
102.581865,69,428.959649
102.582815,65,429.019656
102.481042,66,429.07908
102.587136,67,429.139381
102.452617,70,429.20385
102.677265,61,429.261703
102.543749,71,429.324874
102.602449,63,429.384089
102.671629,69,429.446172
102.456924,70,429.508435
102.593882,66,429.568133
102.463212,68,429.632116
102.566796,69,430.379456
102.539873,72,430.449454
102.476454,61,430.511487
102.477567,67,430.574847
102.4072,68,430.63907
102.492679,63,430.699995
102.547631,61,430.759461
102.382757,70,430.825162
102.460166,72,430.891431
102.557229,64,430.952509
102.514116,70,431.017768
102.569797,66,431.078379
102.46264,68,431.142547
102.582994,72,431.208122
102.563042,62,431.265987
102.455382,65,431.325776
102.531068,61,431.384881
102.542179,63,431.443427
102.480334,64,431.503096
102.577397,68,431.564621
102.56507,61,431.623079
102.499228,70,431.685864
102.581427,65,431.745581
102.593703,65,431.805346
102.577149,61,431.863397
102.556207,65,431.924098
102.586607,70,431.987605
102.546352,69,432.050346
102.558532,70,432.113496
102.740405,66,432.175205
102.622137,70,432.23872
102.577978,70,432.99572
102.564253,59,433.05914
102.513189,62,433.120047
102.536285,63,433.179989
102.491574,69,433.246408
102.55503,63,433.308028
102.638036,65,433.372956
102.61132,65,433.434986
102.519508,63,433.494009
102.570163,70,433.556457
102.506247,59,433.614967
102.63397,64,433.674747
102.687343,63,433.732447
102.662468,65,433.794762
102.53627,70,433.860674
102.519526,63,433.921609
102.482027,67,433.98459
102.528851,67,434.048896
102.535092,69,434.113338
102.589764,67,434.177422
102.528443,69,434.242072
102.575593,67,434.305164
102.453527,59,434.362226
102.549108,70,434.425652
102.483535,65,434.486015
102.498885,67,434.547072
102.480817,65,434.607911
102.52904,70,434.670996
102.610473,65,434.730898
102.530992,71,434.794741
102.539067,67,434.854963
102.392112,69,435.64953
102.745788,62,435.713476
102.517656,64,435.776275
102.374612,69,435.842844
102.401318,59,435.899846
102.594542,67,435.961945
102.682366,68,436.025869
102.503758,64,436.086386
102.650071,60,436.146851
102.410364,71,436.213289
102.69069,62,436.272388
102.400937,70,436.336565
102.546349,64,436.397633
102.485678,64,436.460112
102.510403,62,436.519175
102.470463,70,436.583813
102.492277,66,436.644445
102.49356,65,436.704317
102.514374,65,436.765047
102.36575,66,436.825958
102.454318,63,436.888106
102.676209,65,436.948029
102.533433,63,437.0079
102.54199,70,437.071759
102.41002,70,437.13672
102.610851,73,437.201711
102.499427,61,437.259231
102.506805,68,437.319464
102.670507,68,437.381374
102.747296,60,437.437386
102.585057,62,437.4947
102.725346,61,437.55217
102.499838,70,438.306662
102.579609,70,438.374628
102.571901,68,438.440294
102.471465,71,438.507344
102.460215,68,438.571562
102.626501,62,438.632151
102.713813,61,438.690137
102.509966,70,438.752738
102.47381,65,438.814971
102.555839,66,438.877256
102.564625,65,438.939374
102.478957,69,439.002939
102.368424,65,439.064629
102.407718,63,439.124383
102.486155,63,439.184452
102.486872,69,439.248242
102.588678,66,439.308931
102.644018,62,439.367761
102.526639,61,439.426111
102.62913,69,439.488374
102.660181,61,439.545876
102.44865,68,439.607801
102.515114,62,439.667716
102.563112,61,439.724252
102.685311,61,439.781013
102.534022,70,439.842471
102.480101,68,439.903923
102.604021,63,439.962583
102.521767,71,440.026631
102.582395,72,440.090226
102.433108,69,440.151715
102.508065,68,440.909348
102.620867,71,440.9756
102.504735,62,441.034701
102.56507,61,441.092716
102.46849,70,441.155843
102.634495,66,441.217179
102.537432,72,441.281434
102.612191,67,441.341609
102.49403,69,441.403751
102.480449,65,441.464161
102.622316,69,441.525355
102.620807,62,441.584389
102.566687,68,441.648111
102.465571,63,441.706786
102.696913,64,441.765543
102.422395,63,441.82298
102.65062,68,441.88684
102.628044,69,441.95053
102.376319,68,442.012845
102.431446,68,442.07537
102.446279,66,442.137128
102.541888,65,442.197687
102.520826,68,442.259052
102.565972,65,442.31788
102.536768,65,442.379269
102.654955,72,442.443208
102.446958,69,442.505158
102.492371,67,442.564991
102.597693,62,442.623673
102.54733,59,442.681736
102.531874,71,442.746728
102.535195,65,443.494883
102.438435,67,443.558347
102.50682,60,443.617555
102.62486,66,443.678726
102.498205,65,443.738659
102.572498,71,443.802908
102.675973,62,443.861502
102.584731,67,443.922298
102.593434,61,443.980351
102.608682,67,444.042021
102.476414,69,444.104738
102.803903,61,444.161269
102.452506,61,444.219945
102.579203,63,444.27819
102.487077,66,444.339133
102.573675,63,444.396779
102.437688,64,444.455812
102.503069,61,444.51255
102.512963,65,444.571213
102.385124,70,444.642442
102.550214,64,444.706337
102.490298,61,444.763097
102.449934,63,444.822486
102.488854,67,444.883741
102.481339,63,444.941816
102.561634,63,445.001661
102.625197,64,445.061211
102.520728,70,445.124383
102.473507,65,445.184967
102.576161,68,445.246661
102.565208,67,445.309659
102.528863,64,446.076033
102.562715,61,446.137643
102.489986,68,446.203349
102.389998,66,446.268044
102.459621,62,446.329263
102.510241,68,446.393054
102.523748,61,446.451299
102.511612,67,446.511911
102.533403,70,446.574982
102.657957,65,446.634218
102.459341,71,446.69832
102.568899,70,446.762004
102.450184,69,446.823941
102.509215,70,446.887204
102.488412,69,446.950731
102.481058,68,447.01455
102.523111,61,447.075902
102.574532,64,447.135302
102.621264,66,447.195195
102.404018,61,447.253145
102.500405,67,447.314454
102.383297,64,447.372766
102.49086,63,447.430137
102.591781,67,447.490169
102.495306,68,447.550176
102.516376,67,447.611288
102.546189,69,447.672843
102.546353,60,447.728124
102.693305,61,447.784128
102.42766,61,447.840623
102.600509,66,447.900111
102.500839,62,448.667736
102.551226,62,448.730584
102.591452,69,448.793219
102.554169,67,448.856366
102.531778,65,448.921303
102.640558,60,448.980301
102.458619,63,449.042177
102.500036,62,449.102696
102.481914,60,449.160644
102.496452,67,449.222113
102.454323,68,449.283704
102.486519,71,449.347482
102.468575,61,449.405232
102.523286,64,449.465099
102.553935,60,449.522331
102.531361,69,449.584457
102.494879,66,449.646413
102.4519,62,449.706433
102.524318,67,449.767452
102.628965,63,449.827227
102.538935,61,449.884366
102.535377,64,449.943051
102.502752,63,450.001791
102.428239,66,450.060673
102.400039,61,450.116749
102.464528,70,450.17743
102.738085,61,450.233633
102.491089,71,450.294676
102.546373,68,450.359005
102.475852,71,450.422284
102.490129,62,450.48084
102.641731,62,450.538513
102.49426,61,451.2927
102.426015,70,451.361669
102.456351,70,451.426484
102.452358,65,451.487134
102.541195,72,451.552379
102.401722,71,451.615232
102.553601,71,451.678409
102.66843,73,451.744986
102.659632,66,451.805108
102.639602,64,451.86387
102.559758,71,451.929775
102.710348,65,451.991513
102.50023,69,452.055263
102.559042,64,452.114871
102.537554,67,452.175881
102.499347,65,452.236001
102.508074,60,452.29254
102.582081,73,452.357931
102.460868,64,452.417482
102.489114,59,452.475435
102.584485,69,452.538685
102.520118,65,452.599931
102.524749,70,452.663845
102.398654,66,452.724245
102.499529,67,452.785609
102.430241,61,452.841586
102.501039,70,452.903862
102.580825,71,452.967293
102.512322,70,453.030862
102.624111,63,453.089918
102.582705,62,453.147919
102.496933,68,453.912225
102.483801,68,453.97711
102.552194,64,454.038783
102.681792,71,454.103667
102.504476,70,454.166286
102.445279,60,454.222852
102.518183,66,454.281734
102.463536,65,454.340655
102.584651,67,454.400258
102.405156,70,454.462644
102.596913,62,454.520682
102.425967,70,454.583839
102.712668,66,454.643971
102.511684,70,454.705787
102.603138,61,454.763246
102.536553,64,454.821999
102.529001,65,454.881537
102.685397,66,454.941842
102.528704,60,454.998327
102.447487,62,455.055668
102.511531,59,455.111087
102.514159,60,455.166896
102.645783,66,455.226671
102.470339,72,455.289401
102.628217,65,455.349948
102.429751,63,455.407302
102.434882,68,455.468535
102.551367,72,455.532119
102.62499,69,455.596004
102.562605,65,455.656841
102.40977,60,455.714143
102.55248,67,456.510314
102.424846,70,456.576069
102.549103,71,456.642022
102.472819,60,456.7033
102.425402,60,456.76337
102.449879,64,456.823619
102.503678,61,456.882623
102.43908,69,456.945628
102.485964,61,457.004555
102.659752,62,457.063765
102.442103,64,457.123438
102.555376,72,457.188001
102.499718,66,457.250027
102.458562,64,457.310177
102.391524,67,457.37232
102.46194,62,457.432331
102.51429,67,457.493147
102.555214,66,457.553024
102.558807,62,457.610156
102.514213,66,457.66967
102.731665,72,457.732056
102.428362,70,457.800605
102.461142,68,457.866085
102.60475,67,457.938605
102.471431,61,458.001737
102.52832,66,458.063222
102.433678,67,458.124895
102.607278,61,458.183502
102.532436,63,458.242813
102.491084,69,458.304772
102.644748,72,458.369713
102.598832,72,459.117174
102.487136,70,459.184477
102.39532,71,459.249893
102.527127,68,459.313034
102.527012,66,459.374198
102.427827,67,459.436332
102.495921,61,459.493745
102.496125,68,459.55491
102.560131,65,459.615592
102.386168,70,459.681057
102.595721,61,459.738403
102.43233,72,459.803123
102.489152,69,459.86397
102.52939,69,459.925563
102.557839,67,459.986105
102.533886,67,460.04748
102.523506,72,460.111471
102.518365,67,460.171421
102.705531,72,460.234429
102.60896,61,460.291123
102.551121,61,460.347882
102.402786,67,460.408161
102.537453,67,460.469064
102.508347,64,460.529839
102.57377,64,460.590348
102.534573,62,460.648335
102.568686,61,460.704874
102.59235,70,460.765593
102.545396,63,460.826964
102.462584,65,460.89145
102.81634,62,460.953613
102.548329,62,461.710321
102.446345,62,461.774039
102.526598,72,461.841317
102.410032,65,461.904126
102.58211,65,461.966818
102.570959,66,462.02915
102.348648,71,462.092884
102.636236,69,462.156457
102.483569,71,462.222119
102.534069,65,462.283161
102.566439,71,462.347363
102.468929,70,462.411306
102.477584,70,462.473937
102.492051,68,462.535923
102.538212,68,462.599045
102.491119,66,462.660773
102.524318,67,462.726337
102.786849,64,462.787588
102.585093,63,462.847818
102.574998,65,462.909044
102.426835,65,462.969881
102.574825,64,463.031504
102.418463,65,463.092277
102.628067,70,463.158032
102.529116,63,463.217202
102.444387,70,463.28028
102.400866,67,463.342598
102.473967,61,463.401489
102.428497,60,463.459038
102.563132,66,463.519618
102.392553,71,463.582977
102.577639,68,464.334986
102.531885,62,464.396098
102.598135,63,464.456806
102.478159,69,464.520665
102.611003,67,464.583735
102.589931,67,464.646064
102.42581,61,464.703243
102.617138,64,464.764668
102.556003,63,464.824675
102.64853,65,464.886306
102.641276,65,464.947973
102.470063,61,465.008652
102.636871,67,465.072127
102.638421,63,465.132147
102.599835,69,465.19549
102.614194,66,465.256908
102.467136,68,465.326686
102.476902,67,465.393697
102.492317,71,465.468495
102.482055,67,465.539028
102.571605,63,465.597216
102.589652,66,465.656844
102.465569,70,465.719014
102.438582,71,465.783043
102.447265,70,465.846318
102.629088,67,465.907321
102.504789,71,465.970853
102.50529,67,466.031289
102.537016,70,466.09514
102.426738,66,466.155442
102.580188,70,466.915962
102.530503,69,466.985762
102.57625,64,467.049379
102.451073,68,467.115026
102.522923,60,467.175405
102.513018,66,467.239123
102.537923,72,467.304171
102.556249,68,467.368312
102.4937,67,467.431126
102.592874,61,467.489615
102.565028,66,467.550516
102.600341,70,467.613996
102.458031,71,467.677075
102.533543,63,467.734952
102.454471,70,467.798475
102.641505,62,467.854995
102.483184,65,467.914039
102.547655,71,467.977381
102.561513,62,468.035624
102.490872,71,468.099783
102.496445,60,468.160705
102.537101,67,468.223495
102.469387,64,468.283297
102.619632,63,468.344035
102.524948,62,468.402423
102.538502,66,468.463278
102.529225,71,468.526703
102.495523,71,468.591287
102.451204,72,468.659539
102.618115,69,468.722641
102.542957,66,468.784941
102.41702,67,469.538489
102.49012,68,469.606667
102.610627,64,469.669005
102.512073,69,469.732076
102.522131,68,469.794872
102.436903,63,469.854709
102.517492,61,469.915211
102.42939,70,469.978365
102.499058,71,470.043347
102.462333,68,470.104558
102.648444,61,470.162826
102.446917,63,470.221718
102.364679,65,470.282672
102.521199,69,470.344467
102.471323,61,470.403296
102.491475,67,470.46628
102.466233,62,470.52569
102.600803,66,470.589705
102.615969,64,470.650153
102.589527,71,470.713136
102.492147,71,470.777117
102.479713,65,470.83679
102.611661,65,470.896194
102.645996,61,470.952779
102.531037,65,471.013733
102.557081,62,471.071623
102.520383,67,471.132386
102.579701,66,471.193254
102.420482,67,471.254279
102.434404,68,471.31479
102.367039,63,471.373543
102.486021,70,472.127626
102.523019,63,472.191328
102.395448,70,472.255435
102.592557,67,472.317545
102.487881,61,472.376402
102.443719,61,472.434362
102.564071,69,472.496753
102.900103,70,472.560616
102.733543,66,472.622606
102.45001,68,472.68372
102.523463,70,472.748538
102.543364,70,472.813327
102.545633,63,472.873557
102.518207,67,472.935269
102.594334,60,472.993341
102.593754,65,473.054774
102.479631,64,473.114895
102.473949,70,473.179574
102.529559,63,473.23771
102.494765,64,473.296103
102.548819,67,473.357224
102.473189,69,473.421144
102.706533,67,473.483218
102.420556,71,473.546465
102.646291,66,473.607958
102.588297,68,473.671113
102.516362,66,473.73309
102.757921,64,473.793632
102.454741,71,473.857256
102.521446,60,473.915108
102.586608,66,473.977272
102.58863,68,474.726248
102.662729,61,474.788689
102.607883,71,474.854536
102.545087,66,474.918008
102.457785,67,474.980742
102.688096,65,475.042787
102.586395,60,475.101779
102.403162,61,475.160067
102.572875,65,475.220465
102.585362,63,475.280066
102.504034,63,475.338495
102.525707,65,475.399897
102.525793,71,475.463975
102.488376,66,475.522386
102.507891,68,475.583832
102.652599,64,475.643036
102.679552,63,475.70058
102.520894,61,475.757403
102.511504,64,475.816047
102.46269,64,475.874369
102.714265,60,475.930675
102.44276,67,475.990354
102.513064,60,476.046852
102.641506,63,476.105277
102.370821,60,476.162493
102.531897,63,476.222444
102.52553,66,476.283822
102.441377,70,476.346869
102.576275,66,476.407328
102.481163,63,476.466095
102.461567,64,476.524992
102.501096,68,476.585484
102.541302,60,477.35263
102.480749,60,477.413726
102.581814,63,477.474109
102.52224,60,477.533781
102.430688,71,477.598134
102.639093,67,477.659538
102.825985,71,477.724629
102.611074,65,477.785972
102.475778,64,477.846355
102.551854,68,477.908399
102.546697,68,477.971117
102.454574,63,478.03042
102.52812,63,478.092571
102.489765,60,478.15272
102.658826,65,478.214867
102.563051,63,478.275862
102.496089,67,478.337922
102.49333,68,478.400923
102.562647,63,478.460054
102.451778,68,478.522141
102.433294,70,478.586629
102.539327,68,478.649857
102.598537,72,478.715752
102.437727,67,478.775918
102.499837,69,478.837433
102.451065,65,478.897529
102.61605,63,478.957565
102.462251,62,479.017336
102.425922,71,479.082049
102.506473,62,479.140283
102.572662,64,479.200403
102.564793,67,479.962799
102.51443,61,480.025167
102.5371,61,480.085034
102.526136,70,480.149507
102.5578,61,480.207299
102.509833,62,480.266289
102.526313,64,480.326692
102.586928,63,480.387746
102.537155,63,480.448035
102.462927,64,480.509792
102.624902,60,480.566088
102.510438,59,480.621967
102.49249,66,480.681338
102.455985,67,480.741028
102.528143,63,480.800507
102.553775,64,480.860383
102.606967,66,480.920007
102.432202,63,480.978994
102.479427,68,481.049487
102.382242,60,481.107786
102.537206,60,481.165483
102.549412,64,481.226108
102.589334,64,481.284769
102.457353,62,481.341417
102.486973,63,481.40008
102.41334,69,481.461672
102.660838,62,481.518972
102.528782,62,481.576267
102.476888,71,481.639807
102.434261,70,481.701897
102.632046,69,481.764105
102.54273,61,481.82138
102.722688,65,482.587826
102.625833,63,482.653856
102.604703,65,482.721638
102.575187,64,482.797479
102.657598,65,482.876984
102.531652,70,482.943823
102.609835,69,483.008898
102.571267,61,483.069403
102.552714,65,483.130963
102.590239,61,483.190089
102.53936,68,483.254045
102.636438,69,483.317104
102.543863,62,483.37549
102.588824,65,483.439381
102.666109,66,483.501698
102.545067,64,483.560961
102.607649,67,483.623406
102.551665,60,483.68135
102.391788,69,483.743704
102.543996,67,483.804194
102.465609,62,483.86254
102.43928,67,483.923728
102.468867,61,483.981288
102.48864,62,484.038679
102.484091,68,484.099895
102.435388,65,484.159359
102.5165,68,484.221432
102.528745,59,484.277528
102.548389,65,484.336578
102.745709,65,484.394502
102.454859,68,484.454575
102.434775,69,484.515445
102.392095,70,485.271675
102.354842,69,485.336469
102.509188,63,485.398493
102.600507,62,485.458893
102.503794,69,485.521691
102.75684,62,485.581473
102.629021,66,485.644719
102.627965,69,485.709969
102.518102,69,485.774744
102.590365,61,485.840282
102.425439,66,485.90629
102.591848,62,485.973564
102.484225,66,486.047945
102.426729,69,486.113024
102.592247,66,486.174922
102.442306,70,486.240537
102.561779,68,486.30318
102.531426,71,486.367912
102.643924,64,486.427361
102.464425,69,486.489487
102.4889,69,486.551378
102.492764,63,486.61039
102.506962,62,486.671262
102.583571,60,486.731538
102.521599,64,486.792679
102.730297,63,486.852777
102.509392,65,486.913269
102.448184,61,486.970915
102.619239,64,487.031293
102.54805,71,487.096515
102.468089,64,487.156718
102.723415,64,487.934363
102.549556,68,488.009918
102.55866,66,488.071843
102.540928,70,488.135366
102.513012,71,488.203564
102.499157,68,488.266531
102.50862,60,488.32237
102.669899,64,488.381513
102.639845,66,488.442665
102.406761,64,488.502425
102.475183,70,488.566257
102.589715,69,488.631437
102.427794,69,488.696334
102.401659,71,488.76381
102.448271,66,488.828555
102.455714,68,488.893407
102.510153,68,488.960325
102.488159,66,489.024257
102.455581,64,489.086926
102.539976,73,489.154513
102.551704,67,489.219691
102.425164,70,489.28722
102.721109,60,489.348155
102.483417,68,489.411391
102.688848,70,489.478111
102.599219,64,489.543729
102.541982,64,489.605912
102.452172,72,489.676265
102.455021,66,489.736859
102.529945,65,489.798668
102.469521,69,490.589011
102.567048,71,490.657628
102.696632,65,490.720451
102.557807,65,490.781963
102.511389,70,490.847143
102.637538,67,490.910494
102.673436,65,490.973842
102.478083,70,491.037361
102.516805,63,491.095803
